id,name,full_name,,repo_name,created_at,updated_at,pushed_at,stargazers_count,has_issues,has_projects,has_downloads,has_wiki,has_pages,forks_count,mirror_url,open_issues_count,Commit,Branch,Release,Contributor,License,owner_id,owner_login,location
97414965,AnyDate,kawoou,AnyDate,kawoou/AnyDate,2017-07-16T22:26:55Z,2017-08-26T14:17:31Z,2017-09-03T06:12:43Z,140,TRUE,TRUE,TRUE,TRUE,TRUE,7,,0,41,3,4,1,MIT,,,Korea
23729666,arcadia,kimtg,arcadia,kimtg/arcadia,2014-09-06T07:43:33Z,2017-08-10T22:47:15Z,2017-04-01T18:38:28Z,139,TRUE,TRUE,TRUE,TRUE,FALSE,19,,3,311,1,13,2,GPL-3.0,,,Korea
12022723,haeinsa,VCNC,haeinsa,VCNC/haeinsa,2013-08-10T15:43:29Z,2017-08-10T01:38:52Z,2017-02-28T07:05:09Z,139,TRUE,TRUE,TRUE,TRUE,FALSE,33,,19,468,2,15,4,Apache-2.0,,,Korea
48925105,shellder,simnalamburt,shellder,simnalamburt/shellder,2016-01-02T21:55:43Z,2017-09-10T01:40:23Z,2017-04-22T01:47:37Z,138,TRUE,TRUE,TRUE,FALSE,FALSE,22,,10,658,1,0,5,MIT,,,Korea
977959,hangulize,sublee,hangulize,sublee/hangulize,2010-10-11T07:09:25Z,2017-08-17T03:25:57Z,2017-05-10T19:30:54Z,137,TRUE,TRUE,TRUE,TRUE,FALSE,25,,8,421,3,1,17,BSD-3-Clause,,,Korea
95981267,CoinNow,DingdingKim,CoinNow,DingdingKim/CoinNow,2017-07-01T18:32:16Z,2017-09-09T05:03:38Z,2017-08-31T19:00:22Z,137,TRUE,TRUE,TRUE,TRUE,FALSE,12,,1,31,1,0,2,BSD-3-Clause,,,Korea
24754084,ensichat,Nutomic,ensichat,Nutomic/ensichat,2014-10-03T10:04:49Z,2017-08-19T11:02:55Z,2017-01-04T02:11:32Z,135,TRUE,TRUE,TRUE,TRUE,FALSE,14,,15,315,3,17,2,MPL-2.0,,,Korea
29945422,afl-fuzz-js,tunz,afl-fuzz-js,tunz/afl-fuzz-js,2015-01-28T01:58:58Z,2017-08-25T01:14:06Z,2017-02-11T18:31:38Z,132,TRUE,TRUE,TRUE,TRUE,FALSE,36,,1,17,1,0,4,BSD-3-Clause,,,Korea
32986842,CloudBread,CloudBreadProject,CloudBread,CloudBreadProject/CloudBread,2015-03-27T13:15:07Z,2017-08-10T01:00:53Z,2017-05-23T13:46:31Z,132,TRUE,TRUE,TRUE,TRUE,FALSE,117,,4,211,7,4,7,MIT,,,Korea
75519218,CAU_Python,yunho0130,CAU_Python,yunho0130/CAU_Python,2016-12-04T05:25:15Z,2017-09-01T03:07:02Z,2017-02-06T02:13:54Z,129,TRUE,TRUE,TRUE,TRUE,FALSE,34,,0,83,1,0,2,GPL-3.0,,,Korea
78395857,neural_chinese_transliterator,Kyubyong,neural_chinese_transliterator,Kyubyong/neural_chinese_transliterator,2017-01-09T05:09:57Z,2017-09-07T13:47:17Z,2017-08-24T02:24:16Z,129,TRUE,TRUE,TRUE,TRUE,FALSE,20,,1,10,2,0,11,MPL-2.0,,,Korea
97375434,AlternativeIcon-Example,KimDarren,AlternativeIcon-Example,KimDarren/AlternativeIcon-Example,2017-07-16T10:16:42Z,2017-09-09T07:42:45Z,2017-07-18T00:21:58Z,128,TRUE,TRUE,TRUE,TRUE,FALSE,10,,0,6,1,0,3,MIT,,,Korea
29896754,okky,okjsp,okky,okjsp/okky,2015-01-27T04:08:45Z,2017-09-04T06:38:09Z,2017-08-29T03:40:51Z,127,TRUE,TRUE,TRUE,TRUE,FALSE,70,,54,372,5,5,18,Apache-2.0,,,Korea
49866239,train-CRF-RNN,martinkersner,train-CRF-RNN,martinkersner/train-CRF-RNN,2016-01-18T09:30:03Z,2017-09-04T07:40:41Z,2017-06-13T17:03:17Z,127,TRUE,TRUE,TRUE,TRUE,FALSE,66,,16,52,1,0,3,MIT,,,Korea
63059545,algorithm-trading-webapp,softage0,algorithm-trading-webapp,softage0/algorithm-trading-webapp,2016-07-11T10:41:12Z,2017-08-14T07:07:37Z,2017-03-09T02:07:51Z,124,TRUE,TRUE,TRUE,TRUE,FALSE,30,,1,22,1,0,1,MIT,,,Korea
68198103,vita-savemgr,d3m3vilurr,vita-savemgr,d3m3vilurr/vita-savemgr,2016-09-14T10:47:28Z,2017-09-08T20:14:39Z,2017-07-31T02:25:26Z,123,TRUE,TRUE,TRUE,TRUE,FALSE,13,,12,115,1,10,6,GPL-3.0,,,Korea
99367789,UICollectionViewFlexLayout,devxoul,UICollectionViewFlexLayout,devxoul/UICollectionViewFlexLayout,2017-08-04T17:58:55Z,2017-09-10T06:27:37Z,2017-09-09T16:32:55Z,123,TRUE,TRUE,TRUE,FALSE,FALSE,4,,0,23,1,4,3,MIT,,,Korea
78223999,whiteglass,yous,whiteglass,yous/whiteglass,2017-01-06T17:13:03Z,2017-09-04T17:48:21Z,2017-06-19T19:06:53Z,118,TRUE,TRUE,TRUE,TRUE,TRUE,64,,2,52,2,6,3,MIT,,,Korea
44791087,CRCN,cesc-park,CRCN,cesc-park/CRCN,2015-10-23T04:37:40Z,2017-08-23T11:49:06Z,2017-04-17T09:38:53Z,118,TRUE,TRUE,TRUE,TRUE,FALSE,50,,1,34,1,0,3,BSD-3-Clause,,,Korea
48284446,PerfCascade,micmro,PerfCascade,micmro/PerfCascade,2015-12-19T14:14:51Z,2017-09-06T17:44:41Z,2017-08-26T12:37:22Z,116,TRUE,TRUE,TRUE,FALSE,TRUE,14,,12,639,5,93,3,MIT,,,Korea
68560316,timeseries_gan,buriburisuri,timeseries_gan,buriburisuri/timeseries_gan,2016-09-19T02:03:05Z,2017-09-08T20:30:59Z,2017-02-24T10:57:43Z,116,TRUE,TRUE,TRUE,TRUE,FALSE,41,,4,4,2,0,15,MIT,,,Korea
28195535,danbi,mu29,danbi,mu29/danbi,2014-12-18T18:14:47Z,2017-09-11T01:30:32Z,2017-08-09T01:38:33Z,116,TRUE,TRUE,TRUE,TRUE,FALSE,174,,3,68,2,1,45,MIT,,,Korea
80783838,quasi-rnn,Kyubyong,quasi-rnn,Kyubyong/quasi-rnn,2017-02-03T00:44:58Z,2017-08-27T23:42:31Z,2017-05-28T11:01:17Z,112,TRUE,TRUE,TRUE,TRUE,FALSE,23,,5,23,1,0,2,Apache-2.0,,,Korea
57950432,textrankr,theeluwin,textrankr,theeluwin/textrankr,2016-05-03T07:36:14Z,2017-09-04T10:49:54Z,2017-08-21T04:21:07Z,111,TRUE,TRUE,TRUE,TRUE,FALSE,14,,2,13,1,3,1,MIT,,,Korea
81185362,graygram-ios,devxoul,graygram-ios,devxoul/graygram-ios,2017-02-07T08:33:51Z,2017-09-09T07:29:00Z,2017-07-13T07:44:36Z,110,TRUE,TRUE,TRUE,TRUE,FALSE,22,,0,372,1,0,1,MIT,,,Korea
78001496,TensorFlowKR-2017-talk-bestpractice,wookayin,TensorFlowKR-2017-talk-bestpractice,wookayin/TensorFlowKR-2017-talk-bestpractice,2017-01-04T09:32:08Z,2017-09-08T11:45:34Z,2017-01-20T14:17:03Z,108,TRUE,TRUE,TRUE,TRUE,TRUE,12,,1,9,1,0,3,MIT,,,Korea
34722008,flowmate,wodory,flowmate,wodory/flowmate,2015-04-28T09:41:43Z,2017-08-28T09:09:57Z,2017-05-10T13:19:00Z,107,TRUE,TRUE,TRUE,TRUE,FALSE,10,,2,47,1,0,3,MIT,,,Korea
58977931,syntaxnet,dsindex,syntaxnet,dsindex/syntaxnet,2016-05-17T00:43:21Z,2017-09-10T03:49:43Z,2017-09-10T03:15:59Z,105,TRUE,TRUE,TRUE,TRUE,FALSE,43,,6,318,1,3,2,MIT,,,Korea
101712011,MotionBook-Source,younatics,MotionBook-Source,younatics/MotionBook-Source,2017-08-29T02:52:53Z,2017-09-09T16:10:01Z,2017-09-09T11:27:55Z,104,TRUE,TRUE,TRUE,TRUE,FALSE,15,,1,27,2,2,1,GPL-3.0,,,Korea
30015369,php-jira-rest-client,lesstif,php-jira-rest-client,lesstif/php-jira-rest-client,2015-01-29T10:28:34Z,2017-09-07T12:35:11Z,2017-08-08T08:45:00Z,103,TRUE,TRUE,TRUE,TRUE,FALSE,69,,3,258,6,62,24,GPL-3.0,,,Korea
9838031,Busanbus-Android,kmshack,Busanbus-Android,kmshack/Busanbus-Android,2013-05-03T14:49:31Z,2017-09-05T14:58:19Z,2017-03-03T06:39:45Z,102,TRUE,TRUE,TRUE,TRUE,FALSE,66,,0,44,1,0,1,GPL-3.0,,,Korea
54081841,DQN_tensorflow,gliese581gg,DQN_tensorflow,gliese581gg/DQN_tensorflow,2016-03-17T02:22:43Z,2017-09-02T00:36:17Z,2017-04-18T07:57:10Z,102,TRUE,TRUE,TRUE,TRUE,FALSE,39,,2,5,1,0,4,MIT,,,Korea
34785156,android-imagecropview,naver,android-imagecropview,naver/android-imagecropview,2015-04-29T09:34:11Z,2017-08-10T12:32:35Z,2017-02-20T08:38:12Z,100,TRUE,TRUE,TRUE,TRUE,FALSE,29,,3,60,2,9,1,Apache-2.0,,,Korea
53642344,QWebview-plus,sculove,QWebview-plus,sculove/QWebview-plus,2016-03-11T05:34:31Z,2017-09-11T02:51:10Z,2017-07-23T03:12:49Z,100,TRUE,TRUE,TRUE,TRUE,FALSE,28,,5,44,2,0,1,MIT,,,Korea
9210662,pokr.kr,teampopong,pokr.kr,teampopong/pokr.kr,2013-04-04T03:58:45Z,2017-08-25T10:35:13Z,2017-04-08T00:53:05Z,100,TRUE,TRUE,TRUE,TRUE,FALSE,35,,28,1511,6,2,9,Apache-2.0,,,Korea
9089901,alfred-extension,jmjeong,alfred-extension,jmjeong/alfred-extension,2013-03-29T01:18:02Z,2017-09-02T15:56:33Z,2017-06-21T02:09:09Z,99,TRUE,TRUE,TRUE,TRUE,TRUE,10,,5,273,3,2,1,Apache-2.0,,,Korea
54725580,LearningOpenGLES2,skyfe79,LearningOpenGLES2,skyfe79/LearningOpenGLES2,2016-03-25T14:55:08Z,2017-09-10T15:02:08Z,2017-08-30T13:00:53Z,99,TRUE,TRUE,TRUE,TRUE,FALSE,26,,2,36,2,0,3,MIT,,,Korea
46257023,nbase-arc,naver,nbase-arc,naver/nbase-arc,2015-11-16T06:47:07Z,2017-09-05T12:31:03Z,2017-08-29T06:27:28Z,98,TRUE,TRUE,TRUE,TRUE,FALSE,25,,0,340,3,13,3,Apache-2.0,,,Korea
74150450,ipytracer,sn0wle0pard,ipytracer,sn0wle0pard/ipytracer,2016-11-18T17:08:28Z,2017-09-04T18:16:50Z,2017-07-16T12:27:35Z,97,TRUE,TRUE,TRUE,TRUE,TRUE,8,,4,119,9,4,3,BSD-3-Clause-Clear,,,Korea
53563041,train-DeepLab,martinkersner,train-DeepLab,martinkersner/train-DeepLab,2016-03-10T07:02:55Z,2017-09-04T07:04:28Z,2017-02-19T04:17:07Z,97,TRUE,TRUE,TRUE,TRUE,FALSE,53,,22,73,1,0,9,MIT,,,Korea
90150895,mnist-svhn-transfer,yunjey,mnist-svhn-transfer,yunjey/mnist-svhn-transfer,2017-05-03T13:16:16Z,2017-08-22T06:48:20Z,2017-05-27T11:55:24Z,97,TRUE,TRUE,TRUE,TRUE,FALSE,16,,1,31,1,0,41,MIT,,,Korea
99474601,Toggler,younatics,Toggler,younatics/Toggler,2017-08-06T08:47:23Z,2017-09-07T03:12:17Z,2017-09-09T11:28:41Z,97,TRUE,TRUE,TRUE,TRUE,FALSE,5,,0,29,1,5,26,MIT,,,Korea
45599689,slack-api,allbegray,slack-api,allbegray/slack-api,2015-11-05T09:03:12Z,2017-09-07T01:15:57Z,2017-08-11T05:46:49Z,96,TRUE,TRUE,TRUE,TRUE,FALSE,54,,5,159,1,20,11,MIT,,,Korea
15818888,HKKTagWriteView,fullc0de,HKKTagWriteView,fullc0de/HKKTagWriteView,2014-01-11T07:50:55Z,2017-05-24T12:31:17Z,2017-07-25T02:42:35Z,96,TRUE,TRUE,TRUE,TRUE,FALSE,14,,0,45,2,9,3,MIT,,,Korea
34430330,react-native-status-bar-size,jgkim,react-native-status-bar-size,jgkim/react-native-status-bar-size,2015-04-23T03:00:47Z,2017-09-06T16:01:48Z,2017-07-29T22:28:21Z,96,TRUE,TRUE,TRUE,FALSE,FALSE,33,,6,33,1,6,6,MIT,,,Korea
33425995,Flask-aiohttp,Hardtack,Flask-aiohttp,Hardtack/Flask-aiohttp,2015-04-05T01:08:14Z,2017-09-06T10:26:07Z,2017-07-24T01:07:46Z,95,TRUE,TRUE,TRUE,TRUE,FALSE,7,,4,10,1,0,3,MIT,,,Korea
86198950,tensorflow-plot,wookayin,tensorflow-plot,wookayin/tensorflow-plot,2017-03-26T01:11:48Z,2017-08-28T13:28:53Z,2017-06-25T04:38:40Z,95,TRUE,TRUE,TRUE,TRUE,FALSE,9,,0,27,1,0,9,MIT,,,Korea
2844179,KoNLP,haven-jeon,KoNLP,haven-jeon/KoNLP,2011-11-24T15:13:37Z,2017-08-19T03:26:07Z,2017-05-26T17:43:02Z,94,TRUE,TRUE,TRUE,TRUE,FALSE,42,,7,237,15,12,3,BSD-3-Clause,,,Korea
45548668,l5essential,appkr,l5essential,appkr/l5essential,2015-11-04T15:37:56Z,2017-08-09T02:21:58Z,2017-02-09T14:14:06Z,94,TRUE,TRUE,TRUE,TRUE,FALSE,40,,5,100,1,49,4,MIT,,,Korea
45548668,l5essential,appkr,l5essential,appkr/l5essential,2015-11-04T15:37:56Z,2017-08-09T02:21:58Z,2017-02-09T14:14:06Z,94,TRUE,TRUE,TRUE,TRUE,FALSE,40,,5,100,1,49,4,MIT,,,Korea
48737613,teaspoon,KoMinkyu,teaspoon,KoMinkyu/teaspoon,2015-12-29T08:42:35Z,2017-08-14T09:32:34Z,2017-07-06T05:54:40Z,93,TRUE,TRUE,TRUE,TRUE,TRUE,7,,2,103,4,9,15,Apache-2.0,,,Korea
39574483,HorizontalDial,kciter,HorizontalDial,kciter/HorizontalDial,2015-07-23T15:13:41Z,2017-09-07T09:08:59Z,2017-09-02T01:19:32Z,93,TRUE,TRUE,TRUE,TRUE,FALSE,8,,3,62,3,8,5,MIT,,,Korea
32058433,angular.panels,eu81273,angular.panels,eu81273/angular.panels,2015-03-12T05:15:56Z,2017-09-05T11:51:40Z,2017-02-14T10:14:16Z,92,TRUE,TRUE,TRUE,TRUE,TRUE,39,,8,19,2,2,1,MIT,,,Korea
29854528,UINavigationItem-Margin,devxoul,UINavigationItem-Margin,devxoul/UINavigationItem-Margin,2015-01-26T09:41:26Z,2017-08-17T02:21:54Z,2017-04-02T15:14:23Z,91,TRUE,TRUE,TRUE,TRUE,FALSE,11,,0,31,1,5,6,MIT,,,Korea
56316387,readability,keepcosmos,readability,keepcosmos/readability,2016-04-15T11:50:50Z,2017-09-05T11:31:31Z,2017-08-23T05:39:32Z,90,TRUE,TRUE,TRUE,TRUE,FALSE,16,,6,61,3,0,10,Apache-2.0,,,Korea
93305304,tacotron_asr,Kyubyong,tacotron_asr,Kyubyong/tacotron_asr,2017-06-04T10:11:34Z,2017-09-06T01:25:47Z,2017-06-13T07:36:22Z,90,TRUE,TRUE,TRUE,TRUE,FALSE,13,,4,22,1,0,7,Apache-2.0,,,Korea
11903458,allkdic,devxoul,allkdic,devxoul/allkdic,2013-08-05T16:43:02Z,2017-09-08T00:03:53Z,2017-05-19T06:43:18Z,90,TRUE,TRUE,TRUE,TRUE,TRUE,19,,10,241,2,11,3,MIT,,,Korea
81304886,awesome-blogs-android,jungilhan,awesome-blogs-android,jungilhan/awesome-blogs-android,2017-02-08T08:15:56Z,2017-08-31T14:04:44Z,2017-09-03T04:42:29Z,89,TRUE,TRUE,TRUE,TRUE,FALSE,21,,6,250,2,14,5,BSD-2-Clause,,,Korea
46178925,xpressengine,xpressengine,xpressengine,xpressengine/xpressengine,2015-11-14T15:03:04Z,2017-08-26T06:14:42Z,2017-09-08T07:15:21Z,86,TRUE,TRUE,TRUE,FALSE,FALSE,34,,13,2455,19,28,1,LGPL-2.1,,,Korea
19526501,EconomyS,onebone,EconomyS,onebone/EconomyS,2014-05-07T08:16:17Z,2017-09-08T10:44:47Z,2017-09-10T01:51:49Z,86,TRUE,TRUE,TRUE,TRUE,FALSE,80,,31,404,2,15,22,GPL-3.0,,,Korea
58439095,nirum,spoqa,nirum,spoqa/nirum,2016-05-10T07:25:53Z,2017-08-27T00:16:31Z,2017-08-30T05:21:43Z,86,TRUE,TRUE,TRUE,FALSE,FALSE,16,,39,428,1,1,10,GPL-3.0,,,Korea
92802203,tf-seq2seq,JayParks,tf-seq2seq,JayParks/tf-seq2seq,2017-05-30T05:49:34Z,2017-09-10T14:34:42Z,2017-08-08T14:22:59Z,86,TRUE,TRUE,TRUE,TRUE,FALSE,20,,5,53,1,0,49,BSD-3-Clause,,,Korea
4417756,korean,sublee,korean,sublee/korean,2012-05-23T08:35:01Z,2017-06-02T14:03:06Z,2017-03-30T15:52:43Z,86,TRUE,TRUE,TRUE,TRUE,FALSE,19,,4,131,1,1,49,BSD-3-Clause,,,Korea
7124165,Hangul.js,e-,Hangul.js,e-/Hangul.js,2012-12-12T04:14:03Z,2017-08-29T02:40:33Z,2017-06-12T02:27:36Z,85,TRUE,TRUE,TRUE,TRUE,TRUE,21,,3,70,2,3,2,MIT,,,Korea
18371448,wp-theme-eighties,kopepasah,wp-theme-eighties,kopepasah/wp-theme-eighties,2014-04-02T15:33:39Z,2017-06-21T17:18:39Z,2017-04-27T17:36:01Z,85,TRUE,TRUE,TRUE,FALSE,FALSE,16,,3,223,4,9,1,MIT,,,Korea
70475599,PyramidNet,jhkim89,PyramidNet,jhkim89/PyramidNet,2016-10-10T10:00:48Z,2017-09-10T08:19:20Z,2017-07-19T08:02:55Z,84,TRUE,TRUE,TRUE,TRUE,FALSE,26,,0,42,1,0,1,BSD-3-Clause,,,Korea
67129075,review,jojoldu,review,jojoldu/review,2016-09-01T12:28:00Z,2017-09-01T18:05:43Z,2017-08-20T12:38:43Z,84,TRUE,TRUE,TRUE,TRUE,FALSE,4,,0,101,2,0,13,MIT,,,Korea
96111265,visual-interaction-networks_tensorflow,jaesik817,visual-interaction-networks_tensorflow,jaesik817/visual-interaction-networks_tensorflow,2017-07-03T13:00:30Z,2017-08-29T02:27:01Z,2017-07-22T08:06:21Z,84,TRUE,TRUE,TRUE,TRUE,FALSE,19,,1,28,1,0,13,MIT,,,Korea
32057513,netty-startup,hatemogi,netty-startup,hatemogi/netty-startup,2015-03-12T04:46:28Z,2017-09-08T01:39:55Z,2017-05-17T14:13:51Z,83,TRUE,TRUE,TRUE,TRUE,TRUE,40,,0,92,3,4,3,Apache-2.0,,,Korea
10541928,Ralf_Dev,goody80,Ralf_Dev,goody80/Ralf_Dev,2013-06-07T03:43:25Z,2017-08-25T08:28:34Z,2017-09-05T08:20:19Z,83,TRUE,TRUE,TRUE,TRUE,TRUE,9,,0,259,2,2,1,LGPL-2.1,,,Korea
46330417,svg-inline-react,sairion,svg-inline-react,sairion/svg-inline-react,2015-11-17T07:28:44Z,2017-07-20T14:22:33Z,2017-09-09T03:28:58Z,82,TRUE,TRUE,TRUE,TRUE,FALSE,21,,7,36,1,11,4,MIT,,,Korea
30538018,carousel-3d,PAIO-CO-KR,carousel-3d,PAIO-CO-KR/carousel-3d,2015-02-09T13:52:49Z,2017-08-20T14:19:16Z,2017-02-16T00:48:59Z,81,TRUE,TRUE,TRUE,TRUE,TRUE,38,,4,155,3,21,6,MIT,,,Korea
5622925,elasticsearch-analysis-korean,chanil1218,elasticsearch-analysis-korean,chanil1218/elasticsearch-analysis-korean,2012-08-31T00:48:58Z,2017-09-06T07:31:19Z,2017-04-10T17:44:06Z,80,TRUE,TRUE,TRUE,TRUE,FALSE,40,,10,12,1,0,2,Apache-2.0,,,Korea
79647613,ElasticViews,skydoves,ElasticViews,skydoves/ElasticViews,2017-01-21T13:34:12Z,2017-09-07T13:26:52Z,2017-08-01T13:45:07Z,80,TRUE,TRUE,TRUE,TRUE,FALSE,9,,0,19,1,0,2,Apache-2.0,,,Korea
82669006,neodgm,Dalgona,neodgm,Dalgona/neodgm,2017-02-21T10:50:54Z,2017-09-06T08:32:45Z,2017-06-16T13:11:16Z,80,TRUE,TRUE,TRUE,TRUE,TRUE,0,,0,21,2,2,3,MIT,,,Korea
92382681,tf-exercise-gan,sanghoon,tf-exercise-gan,sanghoon/tf-exercise-gan,2017-05-25T08:35:25Z,2017-09-09T07:15:57Z,2017-09-09T21:52:41Z,80,TRUE,TRUE,TRUE,TRUE,FALSE,22,,1,18,2,0,0,MIT,,,Korea
91910288,RxViewController,devxoul,RxViewController,devxoul/RxViewController,2017-05-20T19:03:10Z,2017-09-02T20:52:17Z,2017-08-19T07:45:18Z,80,TRUE,TRUE,TRUE,TRUE,FALSE,3,,2,11,1,2,1,MIT,,,Korea
5335709,u-boot,hardkernel,u-boot,hardkernel/u-boot,2012-08-08T01:28:07Z,2017-07-25T16:52:11Z,2017-09-08T02:51:12Z,79,TRUE,TRUE,TRUE,TRUE,FALSE,104,,17,11849,9,79,154,GPL-2.0,,,Korea
87027769,attend2u,cesc-park,attend2u,cesc-park/attend2u,2017-04-03T01:13:59Z,2017-09-08T19:11:39Z,2017-05-13T07:42:10Z,79,TRUE,TRUE,TRUE,TRUE,FALSE,21,,2,9,1,0,2,MIT,,,Korea
7542873,itunes-iap,youknowone,itunes-iap,youknowone/itunes-iap,2013-01-10T15:02:42Z,2017-08-23T12:17:04Z,2017-08-07T05:48:59Z,79,TRUE,TRUE,TRUE,TRUE,FALSE,44,,1,132,3,24,16,BSD-2-Clause,,,Korea
77893466,coffeefy,taggon,coffeefy,taggon/coffeefy,2017-01-03T07:19:44Z,2017-08-25T12:52:47Z,2017-01-13T10:54:55Z,79,TRUE,TRUE,TRUE,TRUE,FALSE,6,,0,27,1,4,1,MIT,,,Korea
55330991,Unreal.js-core,ncsoft,Unreal.js-core,ncsoft/Unreal.js-core,2016-04-03T05:19:00Z,2017-09-07T16:10:36Z,2017-09-07T08:04:08Z,78,TRUE,TRUE,TRUE,TRUE,FALSE,36,,8,471,21,18,8,MIT,,,Korea
7741715,multiline,benelog,multiline,benelog/multiline,2013-01-21T22:30:51Z,2017-08-24T03:28:50Z,2017-03-13T21:37:37Z,75,TRUE,TRUE,TRUE,TRUE,FALSE,11,,7,30,1,2,3,MIT,,,Korea
23629593,just-news,disjukr,just-news,disjukr/just-news,2014-09-03T17:10:03Z,2017-07-30T22:32:01Z,2017-04-24T13:51:29Z,75,TRUE,TRUE,TRUE,TRUE,FALSE,21,,21,582,2,13,5,MIT,,,Korea
88152875,Vector_Similarity,taki0112,Vector_Similarity,taki0112/Vector_Similarity,2017-04-13T10:20:57Z,2017-09-09T11:11:13Z,2017-05-16T13:52:22Z,74,TRUE,TRUE,TRUE,TRUE,FALSE,11,,0,44,1,0,1,MIT,,,Korea
60787998,tossi,what-studio,tossi,what-studio/tossi,2016-06-09T16:03:26Z,2017-09-10T11:33:31Z,2017-08-07T01:29:37Z,74,TRUE,FALSE,TRUE,FALSE,FALSE,6,,0,46,2,6,8,BSD-3-Clause,,,Korea
68825921,tensorflow-vdsr,Jongchan,tensorflow-vdsr,Jongchan/tensorflow-vdsr,2016-09-21T14:35:28Z,2017-08-11T20:43:52Z,2017-05-25T11:06:40Z,74,TRUE,TRUE,TRUE,TRUE,FALSE,42,,4,16,1,0,1,MIT,,,Korea
10320926,sqlalchemy-imageattach,dahlia,sqlalchemy-imageattach,dahlia/sqlalchemy-imageattach,2013-05-27T19:10:29Z,2017-09-07T15:48:33Z,2017-03-21T12:14:56Z,74,TRUE,TRUE,TRUE,FALSE,FALSE,17,,23,163,1,6,11,MIT,,,Korea
39564222,spring-boot-social-example,brant-hwang,spring-boot-social-example,brant-hwang/spring-boot-social-example,2015-07-23T11:44:54Z,2017-08-23T18:00:08Z,2017-04-17T08:04:37Z,73,TRUE,TRUE,TRUE,TRUE,FALSE,51,,1,30,1,0,2,MIT,,,Korea
40135742,Carte,devxoul,Carte,devxoul/Carte,2015-08-03T16:33:12Z,2017-09-04T03:58:43Z,2017-08-30T06:04:29Z,72,TRUE,TRUE,TRUE,TRUE,FALSE,5,,0,78,1,12,4,MIT,,,Korea
57966364,LearningOpenGLES2-Android,skyfe79,LearningOpenGLES2-Android,skyfe79/LearningOpenGLES2-Android,2016-05-03T12:07:51Z,2017-09-07T13:43:56Z,2017-08-29T04:08:24Z,71,TRUE,TRUE,TRUE,TRUE,FALSE,18,,2,59,22,0,1,MIT,,,Korea
94279342,SkeletonLoadingView,omjoonkim,SkeletonLoadingView,omjoonkim/SkeletonLoadingView,2017-06-14T02:23:51Z,2017-09-09T04:29:58Z,2017-07-01T07:05:10Z,71,TRUE,TRUE,TRUE,TRUE,FALSE,8,,0,13,1,0,1,Apache-2.0,,,Korea
89996560,WRCalendarView,wayfinders,WRCalendarView,wayfinders/WRCalendarView,2017-05-02T05:55:29Z,2017-08-30T06:07:13Z,2017-07-11T11:36:23Z,71,TRUE,TRUE,TRUE,TRUE,FALSE,12,,8,12,2,2,1,MIT,,,Korea
41398721,Propose,muabe,Propose,muabe/Propose,2015-08-26T02:05:36Z,2017-09-07T20:50:45Z,2017-06-19T05:39:58Z,70,TRUE,TRUE,TRUE,TRUE,FALSE,22,,3,179,2,1,6,Apache-2.0,,,Korea
12374977,MintAnnotationView,soleaf,MintAnnotationView,soleaf/MintAnnotationView,2013-08-26T08:55:55Z,2017-09-08T11:30:05Z,2017-08-05T13:06:22Z,69,TRUE,TRUE,TRUE,TRUE,FALSE,9,,1,39,2,0,1,MIT,,,Korea
51805268,SendBird-JavaScript,smilefam,SendBird-JavaScript,smilefam/SendBird-JavaScript,2016-02-16T03:31:46Z,2017-09-05T12:24:21Z,2017-08-22T05:02:04Z,69,TRUE,TRUE,TRUE,TRUE,FALSE,57,,8,118,2,0,8,MIT,,,Korea
95279435,music-source-separation,andabi,music-source-separation,andabi/music-source-separation,2017-06-24T06:14:07Z,2017-09-08T20:50:32Z,2017-07-29T11:31:31Z,69,TRUE,TRUE,TRUE,TRUE,TRUE,10,,5,36,2,0,1,MIT,,,Korea
82022918,Sniffer,Kofktu,Sniffer,Kofktu/Sniffer,2017-02-15T05:15:07Z,2017-09-04T14:31:37Z,2017-08-17T02:19:10Z,69,TRUE,TRUE,TRUE,TRUE,FALSE,7,,1,63,2,7,58,MIT,,,Korea
9614221,excel2json,coolengineer,excel2json,coolengineer/excel2json,2013-04-23T03:20:50Z,2017-09-07T09:58:59Z,2017-04-17T23:09:49Z,68,TRUE,TRUE,TRUE,TRUE,FALSE,21,,6,22,1,0,1,MIT,,,Korea
35602428,lucy-xss-servlet-filter,naver,lucy-xss-servlet-filter,naver/lucy-xss-servlet-filter,2015-05-14T09:17:35Z,2017-08-18T05:07:18Z,2017-01-20T05:45:23Z,67,TRUE,TRUE,TRUE,TRUE,FALSE,24,,4,128,1,1,4,MIT,,,Korea
68892954,RxFirebase,kunny,RxFirebase,kunny/RxFirebase,2016-09-22T06:49:10Z,2017-09-06T13:26:16Z,2017-07-30T07:35:23Z,67,TRUE,TRUE,TRUE,TRUE,FALSE,7,,4,88,2,20,2,Apache-2.0,,,Korea
51804236,SendBird-iOS,smilefam,SendBird-iOS,smilefam/SendBird-iOS,2016-02-16T03:12:09Z,2017-08-28T20:03:03Z,2017-08-31T16:55:27Z,67,TRUE,TRUE,TRUE,TRUE,FALSE,26,,8,189,3,86,3,MIT,,,Korea
